device,useragent
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_8_0; like Mac OS X) AppleWebKit/602.15 (KHTML, like Gecko) Chrome/48.0.1703.319 Mobile Safari/534.9"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_6_8; like Mac OS X) AppleWebKit/535.48 (KHTML, like Gecko) Chrome/53.0.3606.229 Mobile Safari/533.8"
firefox,Mozilla/5.0 (Windows; U; Windows NT 10.5; x64) Gecko/20100101 Firefox/58.7
android,"Mozilla/5.0 (Linux; Android 6.0.1; HTC One_M8 Pro Build/MRA58K) AppleWebKit/533.26 (KHTML, like Gecko) Chrome/54.0.2869.188 Mobile Safari/537.2"
firefox,Mozilla/5.0 (Linux; Linux i644 x86_64; en-US) Gecko/20130401 Firefox/56.0
edge,"Mozilla/5.0 (Windows; Windows NT 10.0; x64) AppleWebKit/534.49 (KHTML, like Gecko) Chrome/48.0.3285.262 Safari/535.0 Edge/9.97487"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.4;) AppleWebKit/537.23 (KHTML, like Gecko) Chrome/51.0.1803.355 Safari/602.0 Edge/18.39017"
linux,Mozilla/5.0 (Linux; U; Linux x86_64) Gecko/20130401 Firefox/69.0
windows,"Mozilla/5.0 (Windows NT 10.4; WOW64; en-US) AppleWebKit/534.14 (KHTML, like Gecko) Chrome/49.0.2717.134 Safari/602.7 Edge/8.86467"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_2_3) AppleWebKit/602.40 (KHTML, like Gecko) Chrome/50.0.2600.183 Safari/600"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_9_9) AppleWebKit/602.38 (KHTML, like Gecko) Chrome/50.0.2648.169 Safari/533"
edge,"Mozilla/5.0 (Windows; Windows NT 10.3; Win64; x64; en-US) AppleWebKit/536.36 (KHTML, like Gecko) Chrome/55.0.2796.216 Safari/535.3 Edge/11.73512"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_6_2; like Mac OS X) AppleWebKit/534.49 (KHTML, like Gecko) Chrome/49.0.1989.308 Mobile Safari/600.1"
edge,"Mozilla/5.0 (Windows; Windows NT 10.2; Win64; x64; en-US) AppleWebKit/600.34 (KHTML, like Gecko) Chrome/47.0.2812.375 Safari/534.9 Edge/13.16483"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_9_7; en-US) Gecko/20100101 Firefox/55.2

chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_1_5) AppleWebKit/600.23 (KHTML, like Gecko) Chrome/47.0.2775.394 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_4_9) AppleWebKit/533.45 (KHTML, like Gecko) Chrome/51.0.3163.378 Safari/602"
chrome,"Mozilla/5.0 (U; Linux i683 x86_64) AppleWebKit/600.48 (KHTML, like Gecko) Chrome/52.0.3008.215 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_4_3; en-US) AppleWebKit/534.27 (KHTML, like Gecko) Chrome/51.0.3396.263 Safari/535"
chrome,"Mozilla/5.0 (Windows NT 6.1; WOW64; en-US) AppleWebKit/600.24 (KHTML, like Gecko) Chrome/47.0.3623.126 Safari/602"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/602.12 (KHTML, like Gecko) Chrome/55.0.2691.230 Safari/602"
chrome,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/537.35 (KHTML, like Gecko) Chrome/48.0.1747.126 Safari/602"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.2; Win64; x64) AppleWebKit/537.10 (KHTML, like Gecko) Chrome/54.0.2216.339 Safari/537"
chrome,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/600.29 (KHTML, like Gecko) Chrome/51.0.1829.355 Safari/602"
chrome,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/603.4 (KHTML, like Gecko) Chrome/49.0.3509.364 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_7) AppleWebKit/602.12 (KHTML, like Gecko) Chrome/48.0.2069.232 Safari/603"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.1;) AppleWebKit/535.14 (KHTML, like Gecko) Chrome/47.0.2431.192 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/601.22 (KHTML, like Gecko) Chrome/55.0.2178.342 Safari/536"
chrome,"Mozilla/5.0 (Linux; Linux i573 x86_64) AppleWebKit/600.33 (KHTML, like Gecko) Chrome/51.0.2968.100 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_1_4; en-US) AppleWebKit/536.29 (KHTML, like Gecko) Chrome/51.0.2668.132 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_3_9) AppleWebKit/601.45 (KHTML, like Gecko) Chrome/54.0.2260.114 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_3_5; en-US) AppleWebKit/602.32 (KHTML, like Gecko) Chrome/51.0.3677.281 Safari/534"
chrome,"Mozilla/5.0 (Linux i556 x86_64; en-US) AppleWebKit/600.11 (KHTML, like Gecko) Chrome/49.0.1992.135 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_5_1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/53.0.2681.375 Safari/602"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/600.45 (KHTML, like Gecko) Chrome/48.0.2657.206 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_8) AppleWebKit/603.50 (KHTML, like Gecko) Chrome/53.0.2826.114 Safari/533"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/603.15 (KHTML, like Gecko) Chrome/52.0.3516.317 Safari/601"
chrome,"Mozilla/5.0 (Linux; U; Linux i682 x86_64; en-US) AppleWebKit/534.41 (KHTML, like Gecko) Chrome/47.0.1918.341 Safari/534"
chrome,"Mozilla/5.0 (Linux; U; Linux i571 ) AppleWebKit/601.8 (KHTML, like Gecko) Chrome/52.0.2470.111 Safari/600"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.3; Win64; x64; en-US) AppleWebKit/600.12 (KHTML, like Gecko) Chrome/50.0.2257.172 Safari/602"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/534.8 (KHTML, like Gecko) Chrome/54.0.1895.282 Safari/602"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/603.27 (KHTML, like Gecko) Chrome/49.0.2664.273 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_7) AppleWebKit/536.34 (KHTML, like Gecko) Chrome/49.0.2517.189 Safari/603"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.0; x64) AppleWebKit/536.18 (KHTML, like Gecko) Chrome/47.0.1337.100 Safari/600"
chrome,"Mozilla/5.0 (Linux; Linux i560 x86_64) AppleWebKit/600.49 (KHTML, like Gecko) Chrome/54.0.2643.269 Safari/600"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/47.0.3946.227 Safari/533"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.2;) AppleWebKit/534.33 (KHTML, like Gecko) Chrome/52.0.1079.369 Safari/603"
chrome,"Mozilla/5.0 (Linux; Linux i651 x86_64) AppleWebKit/601.12 (KHTML, like Gecko) Chrome/54.0.2424.377 Safari/534"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.3;) AppleWebKit/601.6 (KHTML, like Gecko) Chrome/50.0.3818.366 Safari/601"
chrome,"Mozilla/5.0 (Windows NT 10.3;) AppleWebKit/535.16 (KHTML, like Gecko) Chrome/52.0.3916.103 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_8) AppleWebKit/600.45 (KHTML, like Gecko) Chrome/49.0.1147.268 Safari/536"
chrome,"Mozilla/5.0 (Windows NT 6.3; x64; en-US) AppleWebKit/601.33 (KHTML, like Gecko) Chrome/51.0.2090.342 Safari/535"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.1; WOW64) AppleWebKit/600.35 (KHTML, like Gecko) Chrome/51.0.3519.195 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_5; en-US) AppleWebKit/535.17 (KHTML, like Gecko) Chrome/49.0.1810.285 Safari/537"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/50.0.1021.166 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.1;) AppleWebKit/602.17 (KHTML, like Gecko) Chrome/48.0.3067.165 Safari/603"
chrome,"Mozilla/5.0 (Windows NT 6.0; x64; en-US) AppleWebKit/537.9 (KHTML, like Gecko) Chrome/49.0.2493.380 Safari/537"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.0; x64; en-US) AppleWebKit/600.42 (KHTML, like Gecko) Chrome/55.0.1823.396 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_1_2; en-US) AppleWebKit/603.45 (KHTML, like Gecko) Chrome/49.0.1410.237 Safari/600"
chrome,"Mozilla/5.0 (Linux; U; Linux i541 ; en-US) AppleWebKit/602.44 (KHTML, like Gecko) Chrome/49.0.3982.121 Safari/602"
chrome,"Mozilla/5.0 (Linux i575 x86_64; en-US) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/47.0.3759.119 Safari/603"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.2; WOW64; en-US) AppleWebKit/534.46 (KHTML, like Gecko) Chrome/52.0.3589.249 Safari/601"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.2;; en-US) AppleWebKit/603.21 (KHTML, like Gecko) Chrome/52.0.3930.309 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_4; en-US) AppleWebKit/535.22 (KHTML, like Gecko) Chrome/48.0.3583.261 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_9_6; en-US) AppleWebKit/533.21 (KHTML, like Gecko) Chrome/54.0.2605.393 Safari/534"
chrome,"Mozilla/5.0 (Linux; Linux i671 ; en-US) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/50.0.2854.307 Safari/600"
chrome,"Mozilla/5.0 (Windows NT 10.3;; en-US) AppleWebKit/534.12 (KHTML, like Gecko) Chrome/51.0.2909.277 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_8_4) AppleWebKit/536.25 (KHTML, like Gecko) Chrome/51.0.1061.169 Safari/600"
chrome,"Mozilla/5.0 (Linux i576 x86_64; en-US) AppleWebKit/534.7 (KHTML, like Gecko) Chrome/53.0.2671.144 Safari/536"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.4; Win64; x64) AppleWebKit/603.10 (KHTML, like Gecko) Chrome/48.0.2504.266 Safari/535"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.3; Win64; x64) AppleWebKit/603.17 (KHTML, like Gecko) Chrome/49.0.1149.203 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_5) AppleWebKit/602.2 (KHTML, like Gecko) Chrome/48.0.2952.387 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_8) AppleWebKit/536.4 (KHTML, like Gecko) Chrome/53.0.2506.173 Safari/534"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.4;) AppleWebKit/602.41 (KHTML, like Gecko) Chrome/50.0.3738.208 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_6; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/47.0.3008.367 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_0_9; en-US) AppleWebKit/600.26 (KHTML, like Gecko) Chrome/50.0.2979.286 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_1_9) AppleWebKit/535.30 (KHTML, like Gecko) Chrome/55.0.1150.223 Safari/603"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.2; Win64; x64) AppleWebKit/533.40 (KHTML, like Gecko) Chrome/49.0.1729.342 Safari/536"
chrome,"Mozilla/5.0 (Linux; U; Linux i585 x86_64; en-US) AppleWebKit/600.42 (KHTML, like Gecko) Chrome/47.0.2100.378 Safari/600"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/536.40 (KHTML, like Gecko) Chrome/51.0.1200.256 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.2; WOW64; en-US) AppleWebKit/535.46 (KHTML, like Gecko) Chrome/50.0.1585.145 Safari/533"
chrome,"Mozilla/5.0 (Linux; U; Linux i550 ; en-US) AppleWebKit/533.13 (KHTML, like Gecko) Chrome/52.0.2206.304 Safari/534"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.2; x64) AppleWebKit/537.25 (KHTML, like Gecko) Chrome/53.0.1392.333 Safari/600"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/601.3 (KHTML, like Gecko) Chrome/55.0.1434.161 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_0_4; en-US) AppleWebKit/600.32 (KHTML, like Gecko) Chrome/55.0.3046.339 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_2) AppleWebKit/603.16 (KHTML, like Gecko) Chrome/48.0.3352.372 Safari/537"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.5; x64; en-US) AppleWebKit/534.12 (KHTML, like Gecko) Chrome/50.0.2741.375 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_7_9; en-US) AppleWebKit/534.12 (KHTML, like Gecko) Chrome/49.0.1553.336 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_8_7; en-US) AppleWebKit/603.3 (KHTML, like Gecko) Chrome/48.0.3810.165 Safari/601"
chrome,"Mozilla/5.0 (Windows NT 10.2;) AppleWebKit/600.17 (KHTML, like Gecko) Chrome/49.0.1136.205 Safari/602"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.2; x64; en-US) AppleWebKit/600.29 (KHTML, like Gecko) Chrome/50.0.2662.317 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_0_9) AppleWebKit/536.17 (KHTML, like Gecko) Chrome/55.0.1463.245 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_7_9) AppleWebKit/603.17 (KHTML, like Gecko) Chrome/51.0.2832.258 Safari/600"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/602.41 (KHTML, like Gecko) Chrome/49.0.3976.180 Safari/534"
chrome,"Mozilla/5.0 (Linux; Linux i564 ; en-US) AppleWebKit/535.9 (KHTML, like Gecko) Chrome/49.0.1485.129 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0; en-US) AppleWebKit/603.20 (KHTML, like Gecko) Chrome/51.0.2646.368 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_0_7; en-US) AppleWebKit/600.36 (KHTML, like Gecko) Chrome/50.0.1651.121 Safari/535"
chrome,"Mozilla/5.0 (U; Linux i550 x86_64; en-US) AppleWebKit/537.49 (KHTML, like Gecko) Chrome/50.0.1764.238 Safari/600"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.3; WOW64; en-US) AppleWebKit/602.25 (KHTML, like Gecko) Chrome/53.0.1952.315 Safari/535"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/601.18 (KHTML, like Gecko) Chrome/51.0.3378.219 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_9_4; en-US) AppleWebKit/601.27 (KHTML, like Gecko) Chrome/54.0.2811.136 Safari/535"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.3; WOW64; en-US) AppleWebKit/603.9 (KHTML, like Gecko) Chrome/55.0.3370.199 Safari/534"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/600.25 (KHTML, like Gecko) Chrome/52.0.2843.264 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_1_3) AppleWebKit/601.17 (KHTML, like Gecko) Chrome/49.0.2278.185 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/536.8 (KHTML, like Gecko) Chrome/54.0.2930.298 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_0_5) AppleWebKit/601.37 (KHTML, like Gecko) Chrome/52.0.3755.388 Safari/534"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/601.40 (KHTML, like Gecko) Chrome/55.0.2316.306 Safari/603"
chrome,"Mozilla/5.0 (U; Linux i643 x86_64; en-US) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/52.0.2466.327 Safari/534"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.0; x64) AppleWebKit/533.42 (KHTML, like Gecko) Chrome/52.0.2173.299 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.3;) AppleWebKit/536.16 (KHTML, like Gecko) Chrome/52.0.3848.236 Safari/537"
chrome,"Mozilla/5.0 (Linux; U; Linux i581 ; en-US) AppleWebKit/602.2 (KHTML, like Gecko) Chrome/53.0.1293.275 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_1; en-US) AppleWebKit/533.33 (KHTML, like Gecko) Chrome/49.0.1153.170 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_5; en-US) AppleWebKit/603.26 (KHTML, like Gecko) Chrome/54.0.1033.200 Safari/534"
chrome,"Mozilla/5.0 (Linux; U; Linux i685 ) AppleWebKit/602.16 (KHTML, like Gecko) Chrome/54.0.1476.179 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_0_6) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/53.0.3404.273 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1; WOW64) AppleWebKit/603.26 (KHTML, like Gecko) Chrome/49.0.1771.184 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_7; en-US) AppleWebKit/600.40 (KHTML, like Gecko) Chrome/48.0.3627.293 Safari/603"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.1; x64) AppleWebKit/602.41 (KHTML, like Gecko) Chrome/53.0.3737.281 Safari/603"
chrome,"Mozilla/5.0 (Linux; Linux i686 x86_64; en-US) AppleWebKit/535.15 (KHTML, like Gecko) Chrome/50.0.1839.118 Safari/600"
chrome,"Mozilla/5.0 (U; Linux i571 x86_64; en-US) AppleWebKit/600.8 (KHTML, like Gecko) Chrome/50.0.1391.146 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/49.0.3678.121 Safari/602"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.0;; en-US) AppleWebKit/533.44 (KHTML, like Gecko) Chrome/52.0.3994.384 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_4_8) AppleWebKit/537.10 (KHTML, like Gecko) Chrome/48.0.3935.155 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_9; en-US) AppleWebKit/600.47 (KHTML, like Gecko) Chrome/48.0.2491.213 Safari/603"
chrome,"Mozilla/5.0 (U; Linux i685 ; en-US) AppleWebKit/600.48 (KHTML, like Gecko) Chrome/51.0.1530.361 Safari/533"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.0;) AppleWebKit/600.36 (KHTML, like Gecko) Chrome/48.0.3383.159 Safari/601"
chrome,"Mozilla/5.0 (Linux; U; Linux i645 ; en-US) AppleWebKit/603.37 (KHTML, like Gecko) Chrome/51.0.2844.175 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/602.2 (KHTML, like Gecko) Chrome/52.0.2839.316 Safari/533"
chrome,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/534.18 (KHTML, like Gecko) Chrome/52.0.3519.287 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_0_3; en-US) AppleWebKit/533.40 (KHTML, like Gecko) Chrome/47.0.3843.235 Safari/602"
chrome,"Mozilla/5.0 (Linux i643 ; en-US) AppleWebKit/602.45 (KHTML, like Gecko) Chrome/54.0.1113.364 Safari/536"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.2;; en-US) AppleWebKit/603.18 (KHTML, like Gecko) Chrome/49.0.3012.342 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_2_5; en-US) AppleWebKit/535.41 (KHTML, like Gecko) Chrome/52.0.2475.386 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_4; en-US) AppleWebKit/600.16 (KHTML, like Gecko) Chrome/51.0.1892.350 Safari/535"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/603.38 (KHTML, like Gecko) Chrome/49.0.1379.119 Safari/533"
chrome,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/47.0.2955.399 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_0_0) AppleWebKit/600.21 (KHTML, like Gecko) Chrome/54.0.3997.358 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_9_8) AppleWebKit/600.44 (KHTML, like Gecko) Chrome/55.0.1385.375 Safari/601"
chrome,"Mozilla/5.0 (Windows NT 10.5;) AppleWebKit/601.28 (KHTML, like Gecko) Chrome/49.0.1785.369 Safari/534"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.3; x64; en-US) AppleWebKit/534.43 (KHTML, like Gecko) Chrome/50.0.2452.113 Safari/603"
chrome,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/600.25 (KHTML, like Gecko) Chrome/51.0.2185.170 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4) AppleWebKit/534.12 (KHTML, like Gecko) Chrome/55.0.1647.153 Safari/602"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/602.40 (KHTML, like Gecko) Chrome/50.0.1668.130 Safari/602"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/600.13 (KHTML, like Gecko) Chrome/52.0.2196.292 Safari/603"
chrome,"Mozilla/5.0 (U; Linux i674 ; en-US) AppleWebKit/601.30 (KHTML, like Gecko) Chrome/49.0.3736.280 Safari/533"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.0; Win64; x64) AppleWebKit/536.33 (KHTML, like Gecko) Chrome/50.0.3656.212 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_2; en-US) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/52.0.3886.264 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.4;; en-US) AppleWebKit/602.15 (KHTML, like Gecko) Chrome/50.0.1805.383 Safari/535"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.2; x64; en-US) AppleWebKit/534.38 (KHTML, like Gecko) Chrome/48.0.1110.257 Safari/602"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/603.49 (KHTML, like Gecko) Chrome/47.0.3823.238 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_0; en-US) AppleWebKit/536.10 (KHTML, like Gecko) Chrome/55.0.1095.359 Safari/601"
chrome,"Mozilla/5.0 (U; Linux i641 x86_64) AppleWebKit/536.39 (KHTML, like Gecko) Chrome/50.0.3008.278 Safari/534"
chrome,"Mozilla/5.0 (Linux x86_64) AppleWebKit/537.42 (KHTML, like Gecko) Chrome/51.0.2229.371 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_0_1; en-US) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/51.0.3766.242 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_2_5) AppleWebKit/601.26 (KHTML, like Gecko) Chrome/54.0.2882.398 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_0_0) AppleWebKit/535.36 (KHTML, like Gecko) Chrome/55.0.2559.260 Safari/601"
chrome,"Mozilla/5.0 (Linux i672 ; en-US) AppleWebKit/533.19 (KHTML, like Gecko) Chrome/51.0.2374.229 Safari/536"
chrome,"Mozilla/5.0 (Windows NT 6.3; x64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/52.0.1890.236 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_6) AppleWebKit/535.50 (KHTML, like Gecko) Chrome/52.0.3056.304 Safari/535"
chrome,"Mozilla/5.0 (Linux; Linux i562 x86_64; en-US) AppleWebKit/601.45 (KHTML, like Gecko) Chrome/54.0.3757.318 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_3_2; en-US) AppleWebKit/535.4 (KHTML, like Gecko) Chrome/53.0.3543.272 Safari/602"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.3; WOW64) AppleWebKit/600.37 (KHTML, like Gecko) Chrome/50.0.1690.110 Safari/533"
chrome,"Mozilla/5.0 (Linux; Linux i550 x86_64) AppleWebKit/536.44 (KHTML, like Gecko) Chrome/53.0.1077.230 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0; en-US) AppleWebKit/534.19 (KHTML, like Gecko) Chrome/52.0.2028.221 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.2; Win64; x64; en-US) AppleWebKit/533.14 (KHTML, like Gecko) Chrome/51.0.2100.127 Safari/600"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.3;; en-US) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/48.0.2060.136 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4; en-US) AppleWebKit/602.37 (KHTML, like Gecko) Chrome/52.0.2296.267 Safari/533"
chrome,"Mozilla/5.0 (Linux; Linux i650 ) AppleWebKit/602.18 (KHTML, like Gecko) Chrome/49.0.3367.217 Safari/601"
chrome,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/535.27 (KHTML, like Gecko) Chrome/49.0.1093.111 Safari/535"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.3; Win64; x64) AppleWebKit/537.3 (KHTML, like Gecko) Chrome/50.0.2610.381 Safari/601"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/533.22 (KHTML, like Gecko) Chrome/47.0.3361.159 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_2; en-US) AppleWebKit/535.40 (KHTML, like Gecko) Chrome/52.0.3289.172 Safari/601"
chrome,"Mozilla/5.0 (U; Linux i571 x86_64) AppleWebKit/603.50 (KHTML, like Gecko) Chrome/55.0.2827.239 Safari/600"
